run_name,status,experiment_type,classifier_label,preprocessing.mode,preprocessing.image_size,feature_extraction.backbone,classifier.name,classifier.params,loaded_from_cache,fit_time_seconds,feature_dir,model,accuracy,precision_macro,recall_macro,f1_macro,wrong_predictions,total_samples,error_rate,roc_auc
111__mode-augmented__size-224__backbone-resnet18__clf-lr_c1.0,ok,base,LR_C1.0,augmented,224,resnet18,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.743326,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,111__mode-augmented__size-224__backbone-resnet18__clf-lr_c1.0,0.9880358923230309,0.9880417495029821,0.9880378684861353,0.9880358804303744,12,1003,0.011964107676969093,0.9993996071601816
028__mode-stretch__size-224__backbone-vgg16__clf-rf_n100_depth20,ok,base,RF_n100_depth20,stretch,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,17.986388,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,028__mode-stretch__size-224__backbone-vgg16__clf-rf_n100_depth20,0.9880358923230309,0.9880455355154754,0.9880338923746133,0.9880357852882704,12,1003,0.011964107676969093,0.9995506993980168
104__mode-augmented__size-224__backbone-efficientnet_b0__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,augmented,224,efficientnet_b0,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,32.650363,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-efficientnet_b0__pretrained-true,104__mode-augmented__size-224__backbone-efficientnet_b0__clf-rf_n100_depthnone,0.9880358923230309,0.9880455355154754,0.9880338923746133,0.9880357852882704,12,1003,0.011964107676969093,0.9995785321786705
130__mode-augmented__size-224__backbone-vgg16__clf-votingsoft_default,ok,ensemble,VotingSoft_default,augmented,224,vgg16,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,22.706149,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-vgg16__pretrained-true,130__mode-augmented__size-224__backbone-vgg16__clf-votingsoft_default,0.9880358923230309,0.9881000668066424,0.9880418445976573,0.9880355949995229,12,1003,0.011964107676969093,0.9995427471749727
044__mode-center_crop__size-224__backbone-resnet18__clf-lr_c0.1,ok,base,LR_C0.1,center_crop,224,resnet18,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,52.746257,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,044__mode-center_crop__size-224__backbone-resnet18__clf-lr_c0.1,0.9870388833499502,0.9870398644941194,0.9870398644941194,0.9870388833499502,13,1003,0.01296111665004985,0.9981948453690229
027__mode-stretch__size-224__backbone-vgg16__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,stretch,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,17.360123,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,027__mode-stretch__size-224__backbone-vgg16__clf-rf_n100_depthnone,0.9870388833499502,0.9870417495029822,0.9870378764383583,0.9870388318149512,13,1003,0.01296111665004985,0.9995308188404068
105__mode-augmented__size-224__backbone-efficientnet_b0__clf-rf_n100_depth20,ok,base,RF_n100_depth20,augmented,224,efficientnet_b0,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,32.336598,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-efficientnet_b0__pretrained-true,105__mode-augmented__size-224__backbone-efficientnet_b0__clf-rf_n100_depth20,0.9870388833499502,0.9870417495029822,0.9870378764383583,0.9870388318149512,13,1003,0.01296111665004985,0.9995506993980167
054__mode-center_crop__size-224__backbone-resnet18__clf-stacking_default,ok,ensemble,Stacking_default,center_crop,224,resnet18,stacking,"{""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}, ""final_max_iter"": 3000}",True,123.953473,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,054__mode-center_crop__size-224__backbone-resnet18__clf-stacking_default,0.9870388833499502,0.9870591275995069,0.9870358883825974,0.9870386772074955,13,1003,0.01296111665004985,0.9989582587812423
123__mode-augmented__size-224__backbone-vgg16__clf-lr_c10.0,ok,base,LR_C10.0,augmented,224,vgg16,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.339286,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-vgg16__pretrained-true,123__mode-augmented__size-224__backbone-vgg16__clf-lr_c10.0,0.9870388833499502,0.9871271772846576,0.9870458286614023,0.9870384195202058,13,1003,0.01296111665004985,0.9990974226845114
053__mode-center_crop__size-224__backbone-resnet18__clf-votingsoft_default,ok,ensemble,VotingSoft_default,center_crop,224,resnet18,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,26.125013,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,053__mode-center_crop__size-224__backbone-resnet18__clf-votingsoft_default,0.9860418743768694,0.9860477137176938,0.9860438485578644,0.9860418605021033,14,1003,0.013958125623130608,0.9988469276586269
063__mode-center_crop__size-224__backbone-vgg16__clf-rf_n200_depth20,ok,base,RF_n200_depth20,center_crop,224,vgg16,random_forest,"{""n_estimators"": 200, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,34.414338,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,063__mode-center_crop__size-224__backbone-vgg16__clf-rf_n200_depth20,0.9860418743768694,0.9860514680153958,0.9860398724463424,0.9860417495029821,14,1003,0.013958125623130608,0.9992167060301708
086__mode-letterbox__size-224__backbone-resnet18__clf-votingsoft_default,ok,ensemble,VotingSoft_default,letterbox,224,resnet18,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,29.040848,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,086__mode-letterbox__size-224__backbone-resnet18__clf-votingsoft_default,0.9860418743768694,0.9860765382810699,0.9860378843905814,0.9860415274994434,14,1003,0.013958125623130608,0.9993081565951762
121__mode-augmented__size-224__backbone-vgg16__clf-lr_c0.1,ok,base,LR_C0.1,augmented,224,vgg16,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,81.873921,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-vgg16__pretrained-true,121__mode-augmented__size-224__backbone-vgg16__clf-lr_c0.1,0.9860418743768694,0.9861058089966279,0.9860478246693863,0.9860415274994434,14,1003,0.013958125623130608,0.9992683954799564
122__mode-augmented__size-224__backbone-vgg16__clf-lr_c1.0,ok,base,LR_C1.0,augmented,224,vgg16,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.427536,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-vgg16__pretrained-true,122__mode-augmented__size-224__backbone-vgg16__clf-lr_c1.0,0.9860418743768694,0.9861580617707182,0.9860498127251474,0.9860411944808939,14,1003,0.013958125623130608,0.9990934465729895
098__mode-letterbox__size-224__backbone-vgg16__clf-stacking_default,ok,ensemble,Stacking_default,letterbox,224,vgg16,stacking,"{""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}, ""final_max_iter"": 3000}",True,113.824691,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,098__mode-letterbox__size-224__backbone-vgg16__clf-stacking_default,0.9860418743768694,0.9861580617707182,0.9860498127251474,0.9860411944808939,14,1003,0.013958125623130608,0.9995546755095387
112__mode-augmented__size-224__backbone-resnet18__clf-lr_c10.0,ok,base,LR_C10.0,augmented,224,resnet18,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.707393,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,112__mode-augmented__size-224__backbone-resnet18__clf-lr_c10.0,0.9850448654037887,0.9850594045233323,0.9850478326216094,0.9850448059403283,15,1003,0.014955134596211365,0.9989821154503741
095__mode-letterbox__size-224__backbone-vgg16__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,letterbox,224,vgg16,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,33.705109,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,095__mode-letterbox__size-224__backbone-vgg16__clf-rf_n200_depthnone,0.9850448654037887,0.9850477137176938,0.9850438565100874,0.9850448059403283,15,1003,0.014955134596211365,0.9994254518850745
114__mode-augmented__size-224__backbone-resnet18__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,augmented,224,resnet18,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,5.078027,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,114__mode-augmented__size-224__backbone-resnet18__clf-svmlinear_c1.0,0.9850448654037887,0.9850883959885797,0.9850498206773703,0.9850446275471102,15,1003,0.014955134596211365,0.9991968254725608
077__mode-letterbox__size-224__backbone-resnet18__clf-lr_c0.1,ok,base,LR_C0.1,letterbox,224,resnet18,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,64.066731,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,077__mode-letterbox__size-224__backbone-resnet18__clf-lr_c0.1,0.9850448654037887,0.9850650125253488,0.9850418684543264,0.9850446275471102,15,1003,0.014955134596211365,0.99901392434255
065__mode-center_crop__size-224__backbone-vgg16__clf-stacking_default,ok,ensemble,Stacking_default,center_crop,224,vgg16,stacking,"{""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}, ""final_max_iter"": 3000}",True,114.034408,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,065__mode-center_crop__size-224__backbone-vgg16__clf-stacking_default,0.9840478564307079,0.9840536779324056,0.9840498286295933,0.9840478405738324,16,1003,0.015952143569292122,0.9990974226845114
080__mode-letterbox__size-224__backbone-resnet18__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,letterbox,224,resnet18,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,6.503172,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,080__mode-letterbox__size-224__backbone-resnet18__clf-svmlinear_c0.1,0.9840478564307079,0.9840574005153163,0.9840458525180714,0.9840477137176938,16,1003,0.015952143569292122,0.9982902720455504
061__mode-center_crop__size-224__backbone-vgg16__clf-rf_n100_depth20,ok,base,RF_n100_depth20,center_crop,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,17.891811,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,061__mode-center_crop__size-224__backbone-vgg16__clf-rf_n100_depth20,0.9840478564307079,0.9840574005153163,0.9840458525180714,0.9840477137176938,16,1003,0.015952143569292122,0.9989860915618961
125__mode-augmented__size-224__backbone-vgg16__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,augmented,224,vgg16,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,6.567379,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-vgg16__pretrained-true,125__mode-augmented__size-224__backbone-vgg16__clf-svmlinear_c1.0,0.9840478564307079,0.9841115511866132,0.9840538047411154,0.9840474599993638,16,1003,0.015952143569292122,0.998838975435583
097__mode-letterbox__size-224__backbone-vgg16__clf-votingsoft_default,ok,ensemble,VotingSoft_default,letterbox,224,vgg16,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,24.061244,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,097__mode-letterbox__size-224__backbone-vgg16__clf-votingsoft_default,0.9840478564307079,0.9842310629564222,0.9840577808526374,0.9840465719216485,16,1003,0.015952143569292122,0.9993558699334399
012__mode-stretch__size-224__backbone-resnet18__clf-lr_c1.0,ok,base,LR_C1.0,stretch,224,resnet18,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.477562,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,012__mode-stretch__size-224__backbone-resnet18__clf-lr_c1.0,0.9830508474576272,0.9830536779324055,0.9830498365818164,0.9830507800657055,17,1003,0.01694915254237288,0.9983976270566437
096__mode-letterbox__size-224__backbone-vgg16__clf-rf_n200_depth20,ok,base,RF_n200_depth20,letterbox,224,vgg16,random_forest,"{""n_estimators"": 200, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,33.784259,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,096__mode-letterbox__size-224__backbone-vgg16__clf-rf_n200_depth20,0.9830508474576272,0.9830536779324055,0.9830498365818164,0.9830507800657055,17,1003,0.01694915254237288,0.9993797266025717
062__mode-center_crop__size-224__backbone-vgg16__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,center_crop,224,vgg16,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,34.001353,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,062__mode-center_crop__size-224__backbone-vgg16__clf-rf_n200_depthnone,0.9830508474576272,0.9830536779324055,0.9830498365818164,0.9830507800657055,17,1003,0.01694915254237288,0.9992286343647366
078__mode-letterbox__size-224__backbone-resnet18__clf-lr_c1.0,ok,base,LR_C1.0,letterbox,224,resnet18,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.499453,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,078__mode-letterbox__size-224__backbone-resnet18__clf-lr_c1.0,0.9830508474576272,0.9830708974511909,0.9830478485260554,0.9830505778867249,17,1003,0.01694915254237288,0.9984970298446931
124__mode-augmented__size-224__backbone-vgg16__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,augmented,224,vgg16,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,5.379264,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-vgg16__pretrained-true,124__mode-augmented__size-224__backbone-vgg16__clf-svmlinear_c0.1,0.9830508474576272,0.9830942174787858,0.9830558007490995,0.9830505778867249,17,1003,0.01694915254237288,0.9988230709894952
031__mode-stretch__size-224__backbone-vgg16__clf-votingsoft_default,ok,ensemble,VotingSoft_default,stretch,224,vgg16,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,24.007963,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,031__mode-stretch__size-224__backbone-vgg16__clf-votingsoft_default,0.9830508474576272,0.9831981068289384,0.9830597768606214,0.9830497691225664,17,1003,0.01694915254237288,0.9992604432569124
022__mode-stretch__size-224__backbone-vgg16__clf-lr_c0.1,ok,base,LR_C0.1,stretch,224,vgg16,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,110.726625,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,022__mode-stretch__size-224__backbone-vgg16__clf-lr_c0.1,0.9830508474576272,0.9831981068289384,0.9830597768606214,0.9830497691225664,17,1003,0.01694915254237288,0.9988866887738468
014__mode-stretch__size-224__backbone-resnet18__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,stretch,224,resnet18,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,4.989677,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,014__mode-stretch__size-224__backbone-resnet18__clf-svmlinear_c0.1,0.9820538384845464,0.9820538206455615,0.9820538206455615,0.9820538206455615,18,1003,0.01794616151545364,0.9980914664694516
094__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depth20,ok,base,RF_n100_depth20,letterbox,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,16.473162,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,094__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depth20,0.9820538384845464,0.9820538206455615,0.9820538206455615,0.9820538206455615,18,1003,0.01794616151545364,0.9993200849297421
060__mode-center_crop__size-224__backbone-vgg16__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,center_crop,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,16.658652,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,060__mode-center_crop__size-224__backbone-vgg16__clf-rf_n100_depthnone,0.9820538384845464,0.9820538206455615,0.9820538206455615,0.9820538206455615,18,1003,0.01794616151545364,0.9989880796176571
046__mode-center_crop__size-224__backbone-resnet18__clf-lr_c10.0,ok,base,LR_C10.0,center_crop,224,resnet18,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.35422,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,046__mode-center_crop__size-224__backbone-resnet18__clf-lr_c10.0,0.9820538384845464,0.9820807984412899,0.9820577967570834,0.9820536779324056,18,1003,0.01794616151545364,0.9973717902839739
045__mode-center_crop__size-224__backbone-resnet18__clf-lr_c1.0,ok,base,LR_C1.0,center_crop,224,resnet18,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.435168,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,045__mode-center_crop__size-224__backbone-resnet18__clf-lr_c1.0,0.9820538384845464,0.9820807984412899,0.9820577967570834,0.9820536779324056,18,1003,0.01794616151545364,0.9977137358748638
079__mode-letterbox__size-224__backbone-resnet18__clf-lr_c10.0,ok,base,LR_C10.0,letterbox,224,resnet18,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.796427,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,079__mode-letterbox__size-224__backbone-resnet18__clf-lr_c10.0,0.9820538384845464,0.9821283703173467,0.9820478564782785,0.9820529643325778,18,1003,0.01794616151545364,0.9981988214805448
083__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depth20,ok,base,RF_n100_depth20,letterbox,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,20.490737,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,083__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depth20,0.9820538384845464,0.9822548052443991,0.9820438803667566,0.9820516797098683,18,1003,0.01794616151545364,0.9992087538071267
064__mode-center_crop__size-224__backbone-vgg16__clf-votingsoft_default,ok,ensemble,VotingSoft_default,center_crop,224,vgg16,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,25.337656,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,064__mode-center_crop__size-224__backbone-vgg16__clf-votingsoft_default,0.9810568295114656,0.9810712695231734,0.9810597927650675,0.9810567541910825,19,1003,0.018943170488534396,0.9987196920899237
055__mode-center_crop__size-224__backbone-vgg16__clf-lr_c0.1,ok,base,LR_C0.1,center_crop,224,vgg16,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,72.976987,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,055__mode-center_crop__size-224__backbone-vgg16__clf-lr_c0.1,0.9810568295114656,0.9810712695231734,0.9810597927650675,0.9810567541910825,19,1003,0.018943170488534396,0.9981391798077153
093__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,letterbox,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,18.288869,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,093__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depthnone,0.9810568295114656,0.9810767823770329,0.9810538285977846,0.9810565282263395,19,1003,0.018943170488534396,0.9993936429928987
023__mode-stretch__size-224__backbone-vgg16__clf-lr_c1.0,ok,base,LR_C1.0,stretch,224,vgg16,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.370198,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,023__mode-stretch__size-224__backbone-vgg16__clf-lr_c1.0,0.9810568295114656,0.9811441183488427,0.9810637688765895,0.9810561516064547,19,1003,0.018943170488534396,0.9985288387368689
089__mode-letterbox__size-224__backbone-vgg16__clf-lr_c1.0,ok,base,LR_C1.0,letterbox,224,vgg16,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.415003,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,089__mode-letterbox__size-224__backbone-vgg16__clf-lr_c1.0,0.9810568295114656,0.981368313002793,0.9810697330438725,0.9810541176002744,19,1003,0.018943170488534396,0.9987793337627533
088__mode-letterbox__size-224__backbone-vgg16__clf-lr_c0.1,ok,base,LR_C0.1,letterbox,224,vgg16,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,85.857511,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,088__mode-letterbox__size-224__backbone-vgg16__clf-lr_c0.1,0.9800598205383848,0.9804213751392646,0.9800737171076175,0.9800564702139505,20,1003,0.019940179461615155,0.9991570643573411
051__mode-center_crop__size-224__backbone-resnet18__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,center_crop,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,38.729446,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,051__mode-center_crop__size-224__backbone-resnet18__clf-rf_n200_depthnone,0.9800598205383848,0.9804470496474221,0.9800458843269636,0.980055359798923,20,1003,0.019940179461615155,0.9984672090082782
082__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,letterbox,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,20.177669,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,082__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depthnone,0.9800598205383848,0.9805636269553795,0.9800438962712026,0.9800540906017579,20,1003,0.019940179461615155,0.9991133271305994
117__mode-augmented__size-224__backbone-resnet18__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,augmented,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,39.276502,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,117__mode-augmented__size-224__backbone-resnet18__clf-rf_n200_depthnone,0.9800598205383848,0.9805636269553795,0.9800438962712026,0.9800540906017579,20,1003,0.019940179461615155,0.9991371837997312
